PRVDR_CTGRY_SBTYP_CD,PRVDR_CTGRY_CD,FAC_NAME,PRVDR_NUM,STATE_CD,PGM_TRMNTN_CD,ZIP_CD,Year
1.0,1,PENDER COMMUNITY HOSPITAL,280055,NE,7,68047.0,2018.0
1.0,1,FRANKLIN COUNTY MEMORIAL HOSPITAL,280056,NE,7,68939.0,2018.0
1.0,1,JENNIE M MELHAM MEMORIAL MED CENTER,280057,NE,7,68822.0,2018.0
1.0,1,MEMORIAL HOSPITAL,280058,NE,7,68434.0,2018.0
1.0,1,CHI HEALTH CREIGHTON UNIVERSITY MEDICAL CENTER - B,280060,NE,0,68124.0,2018.0
1.0,1,REGIONAL WEST MEDICAL CENTER,280061,NE,0,69361.0,2018.0
1.0,1,ST MARYS HOSPITAL,280062,NE,7,68410.0,2018.0
1.0,1,RUSHVILLE COMM HOSP,280063,NE,1,69360.0,2018.0
1.0,1,BRODSTONE MEM-NUCKOLLS CO HOSPITAL,280064,NE,7,68978.0,2018.0
1.0,1,GREAT PLAINS HEALTH,280065,NE,0,69101.0,2018.0
1.0,1,OSMOND GENERAL HOSPITAL,280066,NE,7,68765.0,2018.0
1.0,1,TILDEN COMMUNITY HOSPITAL,280068,NE,7,68781.0,2018.0
1.0,1,COZAD COMMUNITY HOSPITAL,280070,NE,7,69130.0,2018.0
1.0,1,WAKEFIELD HEALTH CARE CENTER,280071,NE,1,68784.0,2018.0
1.0,1,PAWNEE COUNTY MEMORIAL HOSPITAL,280073,NE,7,68420.0,2018.0
1.0,1,MEMORIAL HOSPITAL,280074,NE,7,68818.0,2018.0
1.0,1,GORDON MEMORIAL HOSPITAL,280075,NE,7,69343.0,2018.0
1.0,1,CRETE AREA MEDICAL CENTER,280076,NE,7,68333.0,2018.0
1.0,1,METHODIST FREMONT HEALTH,280077,NE,0,68025.0,2018.0
1.0,1,FULLERTON MEMORIAL HOSPITAL,280078,NE,1,68638.0,2018.0
1.0,1,WARREN MEMORIAL HOSPITAL,280079,NE,7,68359.0,2018.0
1.0,1,FILLMORE COUNTY HOSPITAL,280080,NE,7,68361.0,2018.0
1.0,1,CHI HEALTH IMMANUEL,280081,NE,0,68122.0,2018.0
1.0,1,DUNDY COUNTY HOSPITAL,280082,NE,7,69021.0,2018.0
1.0,1,ALEGENT HEALTH - MEMORIAL HOSPITAL,280083,NE,7,68661.0,2018.0
1.0,1,HOWARD COUNTY COMMUNITY HOSPITAL,280084,NE,7,68873.0,2018.0
1.0,1,METHODIST RICHARD YOUNG,280085,NE,7,68105.0,2018.0
1.0,1,GRAND ISLAND MEMORIAL HOSPITAL,280087,NE,1,68801.0,2018.0
1.0,1,CLARKSON BISHOP MEMORIAL HOSPITAL,280088,NE,1,68105.0,2018.0
1.0,1,OGALLALA COMMUNITY HOSPITAL,280089,NE,7,69153.0,2018.0
1.0,1,LEGEND BUTTES HEALTH SERVICES,280090,NE,1,69339.0,2018.0
1.0,1,BUTLER COUNTY HEALTH CARE CENTER,280091,NE,1,68632.0,2018.0
1.0,1,WEST HOLT MEMORIAL HOSPITAL,280092,NE,7,68713.0,2018.0
1.0,1,FRITZER MEMORIAL HOSPITAL,280093,NE,1,68967.0,2018.0
1.0,1,CHERRY COUNTY HOSPITAL,280094,NE,7,69201.0,2018.0
1.0,1,GARDEN COUNTY HOSPITAL,280097,NE,7,69154.0,2018.0
1.0,1,ROCK COUNTY HOSPITAL,280098,NE,7,68714.0,2018.0
1.0,1,GENOA COMMUNITY HOSPITAL,280101,NE,7,68640.0,2018.0
1.0,1,HARLAN COUNTY HEALTH SYSTEM,280102,NE,7,68920.0,2018.0
1.0,1,COMMUNITY MEMORIAL HOSPITAL,280103,NE,1,68823.0,2018.0
1.0,1,VALLEY COUNTY HOSPITAL,280104,NE,7,68862.0,2018.0
1.0,1,CHI HEALTH MIDLANDS,280105,NE,0,68046.0,2018.0
1.0,1,GOTHENBURG MEMORIAL HOSPITAL,280106,NE,7,69138.0,2018.0
1.0,1,COMMUNITY MEMORIAL HOSPITAL,280107,NE,1,68376.0,2018.0
1.0,1,PHELPS MEMORIAL HEALTH CENTER,280108,NE,7,68949.0,2018.0
1.0,1,GOLI MEDICAL CENTER,280109,NE,1,68874.0,2018.0
1.0,1,BROWN COUNTY HOSPITAL,280110,NE,7,69210.0,2018.0
1.0,1,COLUMBUS COMMUNITY HOSPITAL,280111,NE,0,68601.0,2018.0
1.0,1,CALLAWAY DISTRICT HOSPITAL,280114,NE,7,68825.0,2018.0
1.0,1,PROVIDENCE MEDICAL CENTER,280115,NE,7,68787.0,2018.0
1.0,1,PIONEER MEMORIAL COMMUNITY HOSPITAL,280116,NE,1,69152.0,2018.0
1.0,1,TRI-COUNTY AREA HOSPITAL DISTRICT,280117,NE,7,68850.0,2018.0
1.0,1,BOX BUTTE GENERAL HOSPITAL,280118,NE,7,69301.0,2018.0
1.0,1,WINNEBAGO IHS HOSPITAL,280119,NE,5,68071.0,2018.0
1.0,1,METHODIST HOSPITAL,280122,NE,1,68131.0,2018.0
1.0,1,BEATRICE STATE DEVELOPMENTAL CENTER,280123,NE,1,68310.0,2018.0
1.0,1,UNIVERSITY HEALTH CENTER,280124,NE,4,68588.0,2018.0
1.0,1,FAITH REGIONAL HEALTH SERVICES,280125,NE,0,68701.0,2018.0
1.0,1,SELECT SPECIALTY HOSPITAL - OMAHA,280126,NE,7,68046.0,2018.0
1.0,1,LINCOLN SURGICAL HOSPITAL,280127,NE,0,68506.0,2018.0
1.0,1,CHI HEALTH NEBRASKA HEART,280128,NE,0,68526.0,2018.0
1.0,1,ORTHONEBRASKA HOSPITAL,280129,NE,0,68144.0,2018.0
1.0,1,CHI HEALTH LAKESIDE,280130,NE,0,68130.0,2018.0
1.0,1,MIDWEST SURGICAL HOSPITAL LLC,280131,NE,0,68114.0,2018.0
1.0,1,BELLEVUE MEDICAL CENTER,280132,NE,0,68123.0,2018.0
1.0,1,"NEBRASKA SPINE HOSPITAL, LLC",280133,NE,0,68122.0,2018.0
1.0,1,KEARNEY REGIONAL MEDICAL CENTER,280134,NE,0,68845.0,2018.0
1.0,1,SELECT SPECIALITY HOSPITAL - LINCOLN,280135,NE,1,68502.0,2018.0
1.0,1,MADONNA REHABILITATION SPECIALTY HOSPITAL,280136,NE,7,68123.0,2018.0
1.0,1,RENOWN REGIONAL MEDICAL CENTER,290001,NV,0,89502.0,2018.0
1.0,1,SOUTH LYON MEDICAL CENTER,290002,NV,7,89447.0,2018.0
1.0,1,SUNRISE HOSPITAL AND MEDICAL CENTER,290003,NV,0,89109.0,2018.0
1.0,1,NORTH VISTA HOSPITAL,290005,NV,0,89030.0,2018.0
1.0,1,BANNER CHURCHILL COMMUNITY HOSPITAL,290006,NV,7,89406.0,2018.0
1.0,1,UNIVERSITY MEDICAL CENTER,290007,NV,0,89102.0,2018.0
1.0,1,NORTHEASTERN NEVADA REGIONAL HOSPITAL,290008,NV,0,89801.0,2018.0
1.0,1,SAINT MARY'S REGIONAL MEDICAL CENTER,290009,NV,0,89503.0,2018.0
1.0,1,BOULDER CITY HOSPITAL,290010,NV,1,89005.0,2018.0
1.0,1,PERSHING GENERAL HOSPITAL,290011,NV,1,89419.0,2018.0
1.0,1,ST ROSE DOMINICAN HOSPITALS - ROSE DE LIMA CAMPUS,290012,NV,0,89015.0,2018.0
1.0,1,BATTLE MOUNTAIN GENERAL HOSPITAL,290013,NV,1,89820.0,2018.0
1.0,1,WILLIAM BEE RIRIE HOSPITAL,290014,NV,1,89301.0,2018.0
1.0,1,MT GRANT GENERAL HOSPITAL,290015,NV,7,89415.0,2018.0
1.0,1,HUMBOLDT GENERAL HOSPITAL,290016,NV,1,89445.0,2018.0
1.0,1,WOMENS HOSPITAL,290018,NV,1,89104.0,2018.0
1.0,1,CARSON TAHOE REGIONAL MEDICAL CENTER,290019,NV,0,89703.0,2018.0
1.0,1,NYE REGIONAL MEDICAL CENTER,290020,NV,1,89049.0,2018.0
1.0,1,VALLEY HOSPITAL MEDICAL CENTER,290021,NV,0,89106.0,2018.0
1.0,1,DESERT SPRINGS HOSPITAL,290022,NV,0,89119.0,2018.0
1.0,1,GROVER C DILS MEDICAL CENTER,290027,NV,7,89008.0,2018.0
1.0,1,SCHURZ PHS INDIAN HOSPITAL,290028,NV,1,89427.0,2018.0
1.0,1,OWYHEE COMMUNITY HEALTH FACILITY,290029,NV,7,89832.0,2018.0
1.0,1,INCLINE VILLAGE COMMUNITY HOSPITAL,290031,NV,1,89450.0,2018.0
1.0,1,SPARKS FAMILY HOSPITAL INC,290032,NV,0,89434.0,2018.0
1.0,1,NATHAN ADELSON HOSPICE,290033,NV,4,89109.0,2018.0
1.0,1,CARE UNIT HOSPITAL OF NEVADA,290034,NV,1,89102.0,2018.0
1.0,1,IHS OF SHADOW MOUNTAIN,290036,NV,1,89130.0,2018.0
1.0,1,THC OF LAS VEGAS,290037,NV,7,89102.0,2018.0
1.0,1,INCLINE VILLAGE COMMUNITY HOSPITAL,290038,NV,1,89451.0,2018.0
1.0,1,MOUNTAINVIEW HOSPITAL,290039,NV,0,89128.0,2018.0
1.0,1,SUMMERLIN HOSPITAL MEDICAL CENTER,290041,NV,0,89144.0,2018.0
1.0,1,HARMON HOSPITAL,290042,NV,0,89119.0,2018.0
1.0,1,SELECT SPECIALTY HOSPITAL,290043,NV,7,89520.0,2018.0
1.0,1,PROGRESSIVE HOSPITAL,290044,NV,1,89121.0,2018.0
1.0,1,ST ROSE DOMINICAN HOSPITALS - SIENA CAMPUS,290045,NV,0,89052.0,2018.0
1.0,1,SPRING VALLEY HOSPITAL MEDICAL CENTER,290046,NV,0,89118.0,2018.0
1.0,1,SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER,290047,NV,0,89148.0,2018.0
1.0,1,CARSON VALLEY MEDICAL CENTER,290048,NV,7,89410.0,2018.0
1.0,1,RENOWN SOUTH MEADOWS MEDICAL CENTER,290049,NV,0,89521.0,2018.0
1.0,1,MESA VIEW REGIONAL HOSPITAL,290050,NV,7,89027.0,2018.0
1.0,1,SIERRA SURGERY HOSPITAL,290051,NV,1,89703.0,2018.0
1.0,1,DESERT VIEW REGIONAL MEDICAL CENTER,290052,NV,1,89048.0,2018.0
1.0,1,ST ROSE DOMINICAN HOSPITALS - SAN MARTIN CAMPUS,290053,NV,0,89113.0,2018.0
1.0,1,CENTENNIAL HILLS HOSPITAL MEDICAL CENTER,290054,NV,0,89149.0,2018.0
1.0,1,CONTINUECARE HOSPITAL OF CARSON TAHOE INC,290055,NV,7,89703.0,2018.0
1.0,1,MOUNTAIN'S EDGE HOSPITAL,290056,NV,0,89148.0,2018.0
1.0,1,HENDERSON HOSPITAL,290057,NV,0,89011.0,2018.0
1.0,1,DIGNITY HEALTH ST ROSE DOMINICAN N L V  CAMPUS,290058,NV,0,89031.0,2018.0
1.0,1,CONCORD HOSPITAL,300001,NH,0,3301.0,2018.0
1.0,1,NEWPORT HOSPITAL,300002,NH,1,3773.0,2018.0
1.0,1,MARY HITCHCOCK MEMORIAL HOSPITAL,300003,NH,0,3756.0,2018.0
1.0,1,LAKES REGION GENERAL HOSPITAL,300005,NH,0,3246.0,2018.0
1.0,1,HUGGINS HOSPITAL,300006,NH,7,3894.0,2018.0
1.0,1,MONADNOCK COMMUNITY HOSPITAL,300007,NH,7,3458.0,2018.0
1.0,1,LITTLETON REGIONAL HOSPITAL,300008,NH,1,3561.0,2018.0
1.0,1,NEW LONDON HOSPITAL ASSOCIATION INC,300009,NH,7,3257.0,2018.0
1.0,1,SPEARE MEMORIAL HOSPITAL,300010,NH,7,3264.0,2018.0
1.0,1,ST JOSEPH HOSPITAL,300011,NH,0,3060.0,2018.0
1.0,1,ELLIOT HOSPITAL,300012,NH,0,3103.0,2018.0
1.0,1,FRANKLIN REGIONAL HOSPITAL,300013,NH,7,3235.0,2018.0
1.0,1,FRISBIE MEMORIAL HOSPITAL,300014,NH,0,3867.0,2018.0
1.0,1,MEMORIAL HOSPITAL THE,300015,NH,7,3860.0,2018.0
1.0,1,ALICE PECK DAY MEMORIAL HOSPITAL,300016,NH,1,3766.0,2018.0
1.0,1,PARKLAND MEDICAL CENTER,300017,NH,0,3038.0,2018.0
1.0,1,WENTWORTH-DOUGLASS HOSPITAL,300018,NH,0,3820.0,2018.0
1.0,1,CHESHIRE MEDICAL CENTER,300019,NH,0,3431.0,2018.0
1.0,1,SOUTHERN NH MEDICAL CENTER,300020,NH,0,3060.0,2018.0
1.0,1,WEEKS MEMORIAL HOSPITAL-SWING,300021,NH,1,3584.0,2018.0
1.0,1,ANDROSCOGGIN VALLEY HOSPITAL,300022,NH,7,3570.0,2018.0
1.0,1,EXETER HOSPITAL INC,300023,NH,0,3833.0,2018.0
1.0,1,VALLEY REGIONAL HOSPITAL,300024,NH,7,3743.0,2018.0
1.0,1,COTTAGE HOSPITAL,300028,NH,1,3785.0,2018.0
1.0,1,PORTSMOUTH REGIONAL HOSPITAL,300029,NH,0,3801.0,2018.0
1.0,1,NEW HAMPSHIRE HOSP-MED SURG BLDG,300032,NH,4,3301.0,2018.0
1.0,1,UPPER CONNECTICUT VALLEY HOSPITAL,300033,NH,1,3576.0,2018.0
1.0,1,CATHOLIC MEDICAL CENTER,300034,NH,0,3102.0,2018.0
1.0,1,HACKENSACK UNIVERSITY MEDICAL CENTER,310001,NJ,0,7601.0,2018.0
1.0,1,NEWARK BETH ISRAEL MEDICAL CENTER,310002,NJ,0,7112.0,2018.0
1.0,1,PALISADES MEDICAL CENTER,310003,NJ,0,7047.0,2018.0
1.0,1,HUNTERDON MEDICAL CENTER,310005,NJ,0,8822.0,2018.0
1.0,1,ST MARY'S GENERAL HOSPITAL,310006,NJ,0,7055.0,2018.0
1.0,1,HOLY NAME MEDICAL CENTER,310008,NJ,0,7666.0,2018.0
1.0,1,CLARA MAASS MEDICAL CENTER,310009,NJ,0,7109.0,2018.0
1.0,1,PENN MEDICINE PRINCETON MEDICAL CENTER,310010,NJ,0,8536.0,2018.0
1.0,1,CAPE REGIONAL MEDICAL CENTER INC,310011,NJ,0,8210.0,2018.0
1.0,1,VALLEY HOSPITAL,310012,NJ,0,7450.0,2018.0
1.0,1,IRVINGTON GENERAL HOSPITAL,310013,NJ,1,7111.0,2018.0
1.0,1,COOPER UNIVERSITY HOSPITAL,310014,NJ,0,8103.0,2018.0
1.0,1,MORRISTOWN MEDICAL CENTER,310015,NJ,0,7962.0,2018.0
1.0,1,CAREPOINT HEALTH-CHRIST HOSPITAL,310016,NJ,0,7306.0,2018.0
1.0,1,CHILTON MEDICAL CENTER,310017,NJ,0,7444.0,2018.0
1.0,1,SAINT JAMES HOSPITAL,310018,NJ,1,7105.0,2018.0
1.0,1,ST JOSEPH'S UNIVERSITY MEDICAL CENTER,310019,NJ,0,7503.0,2018.0
1.0,1,PBI REGIONAL MEDICAL CENTER,310020,NJ,1,7055.0,2018.0
1.0,1,ST FRANCIS MEDICAL CENTER,310021,NJ,0,8629.0,2018.0
1.0,1,VIRTUA WEST JERSEY HOSPITALS VOORHEES,310022,NJ,0,8043.0,2018.0
1.0,1,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY,310024,NJ,0,7065.0,2018.0
1.0,1,CAREPOINT HEALTH - BAYONNE MEDICAL CENTER,310025,NJ,0,7002.0,2018.0
1.0,1,BARNERT HOSPITAL,310026,NJ,1,7514.0,2018.0
1.0,1,TRINITAS REGIONAL MEDICAL CENTER,310027,NJ,0,7207.0,2018.0
1.0,1,NEWTON MEDICAL CENTER,310028,NJ,0,7860.0,2018.0
1.0,1,OUR LADY OF LOURDES MEDICAL CENTER,310029,NJ,0,8103.0,2018.0
1.0,1,DEBORAH HEART AND LUNG CENTER,310031,NJ,0,8015.0,2018.0
1.0,1,INSPIRA MEDICAL CENTER VINELAND,310032,NJ,0,8360.0,2018.0
1.0,1,ELIZABETH GEN MED CTR EAST,310033,NJ,1,7206.0,2018.0
1.0,1,RIVERVIEW MEDICAL CENTER,310034,NJ,0,7701.0,2018.0
1.0,1,SOUTH AMBOY MEMORIAL HOSPITAL,310036,NJ,1,8879.0,2018.0
1.0,1,PASCACK VALLEY HOSPITAL,310037,NJ,1,7675.0,2018.0
1.0,1,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL,310038,NJ,0,8901.0,2018.0
1.0,1,RARITAN BAY MEDICAL CENTER PERTH AMBOY DIVISION,310039,NJ,0,8861.0,2018.0
1.0,1,CAREPOINT HEALTH-HOBOKEN UNIVERSITY MEDICAL CENTER,310040,NJ,0,7030.0,2018.0
1.0,1,COMMUNITY MEDICAL CENTER,310041,NJ,0,8755.0,2018.0
1.0,1,"CLARA MAASS MEDICAL CENTER, WEST HUDSON DIVISION",310042,NJ,0,7032.0,2018.0
1.0,1,MONTCLAIR COMMUNITY HOSPITAL,310043,NJ,1,7042.0,2018.0
1.0,1,CAPITAL HEALTH MEDICAL CENTER - HOPEWELL,310044,NJ,0,8534.0,2018.0
1.0,1,ENGLEWOOD HOSPITAL AND MEDICAL CENTER,310045,NJ,0,7631.0,2018.0
1.0,1,SHORE MEDICAL CENTER,310047,NJ,0,8244.0,2018.0
1.0,1,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL SOMERSET,310048,NJ,0,8876.0,2018.0
1.0,1,ST FRANCIS COMMUNITY HEALTH CENTER,310049,NJ,1,7302.0,2018.0
1.0,1,SAINT CLARE'S HOSPITAL/ DENVILLE CAMPUS,310050,NJ,0,7834.0,2018.0
1.0,1,OVERLOOK MEDICAL CENTER,310051,NJ,0,7902.0,2018.0
1.0,1,OCEAN MEDICAL CENTER,310052,NJ,0,8724.0,2018.0
1.0,1,RIVERSIDE HOSP INC,310053,NJ,1,7005.0,2018.0
1.0,1,HACKENSACK-UMC MOUNTAINSIDE,310054,NJ,0,7042.0,2018.0
1.0,1,ZURBRUGG MEMORIAL HOSPITAL,310056,NJ,4,8075.0,2018.0
1.0,1,VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY,310057,NJ,0,8060.0,2018.0
1.0,1,BERGEN NEW BRIDGE MEDICAL CENTER,310058,NJ,0,7652.0,2018.0
1.0,1,SOUTH BERGEN HOSPITAL,310059,NJ,1,7604.0,2018.0
1.0,1,ST LUKE'S WARREN HOSPITAL,310060,NJ,0,8865.0,2018.0
1.0,1,LOURDES MEDICAL CENTER OF BURLINGTON COUNTY,310061,NJ,0,8046.0,2018.0
1.0,1,UNITED HOSPITALS OF NEWARK,310062,NJ,1,7107.0,2018.0
1.0,1,MUHLENBERG REGIONAL MEDICAL CENTER,310063,NJ,1,7061.0,2018.0
1.0,1,ATLANTICARE REGIONAL MEDICAL CENTER - CITY CAMPUS,310064,NJ,0,8401.0,2018.0
1.0,1,SAINT CLARE'S HOSPITAL,310067,NJ,1,7801.0,2018.0
1.0,1,BRIDGETON HOSPITAL,310068,NJ,1,8302.0,2018.0
1.0,1,INSPIRA MEDICAL CENTER ELMER,310069,NJ,0,8318.0,2018.0
1.0,1,SAINT PETER'S UNIVERSITY HOSPITAL,310070,NJ,0,8901.0,2018.0
1.0,1,ST MARYS HOSPITAL,310071,NJ,1,7050.0,2018.0
1.0,1,TRINITAS HOSPITAL,310072,NJ,1,7207.0,2018.0
1.0,1,JERSEY SHORE UNIVERSITY MEDICAL CENTER,310073,NJ,0,7754.0,2018.0
1.0,1,JERSEY CITY MEDICAL CENTER,310074,NJ,0,7302.0,2018.0
1.0,1,MONMOUTH MEDICAL CENTER,310075,NJ,0,7740.0,2018.0
1.0,1,SAINT BARNABAS MEDICAL CENTER,310076,NJ,0,7039.0,2018.0
1.0,1,GENERAL HOSPITAL CENTER AT PASSAIC,310077,NJ,1,7055.0,2018.0
1.0,1,HOSPITAL CENTER AT ORANGE,310078,NJ,1,7050.0,2018.0
1.0,1,INSPIRA MEDICAL CENTER WOODBURY,310081,NJ,0,8096.0,2018.0
1.0,1,EAST ORANGE GENERAL HOSPITAL,310083,NJ,0,7018.0,2018.0
1.0,1,MONMOUTH MEDICAL CENTER-SOUTHERN CAMPUS,310084,NJ,0,8701.0,2018.0
1.0,1,KENNEDY MEM HOSPITAL AT SADDLE BROOK,310085,NJ,1,7662.0,2018.0
1.0,1,JEFFERSON STRATFORD HOSPITAL,310086,NJ,0,8084.0,2018.0
1.0,1,NEWCOMB MEDICAL CENTER,310087,NJ,4,8360.0,2018.0
1.0,1,WM B KESSLER MEMORIAL HOSPITAL,310088,NJ,1,8037.0,2018.0
1.0,1,UNION HOSPITAL,310090,NJ,1,7083.0,2018.0
1.0,1,MEMORIAL HOSPITAL OF SALEM COUNTY,310091,NJ,0,8079.0,2018.0
1.0,1,CAPITAL HEALTH SYSTEM-FULD CAMPUS,310092,NJ,0,8638.0,2018.0
1.0,1,COLUMBUS HOSPITAL,310093,NJ,1,7107.0,2018.0
1.0,1,"LIVINGSTON COMMUNITY HOSPITAL,THE",310094,NJ,1,7039.0,2018.0
1.0,1,SAINT MICHAEL'S MEDICAL CENTER,310096,NJ,0,7102.0,2018.0
1.0,1,LIBERTYHEALTH-GREENVILLE HOSPITAL CAMPUS,310105,NJ,1,7305.0,2018.0
1.0,1,JFK MEDICAL CTR - ANTHONY M. YELENCSICS COMMUNITY,310108,NJ,0,8818.0,2018.0
1.0,1,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL HAMILTON,310110,NJ,0,8690.0,2018.0
1.0,1,CENTRASTATE MEDICAL CENTER,310111,NJ,0,7728.0,2018.0
1.0,1,BAYSHORE MEDICAL CENTER,310112,NJ,0,7733.0,2018.0
1.0,1,SOUTHERN OCEAN MEDICAL CENTER,310113,NJ,0,8050.0,2018.0
1.0,1,HACKETTSTOWN MEDICAL CENTER,310115,NJ,0,7840.0,2018.0
1.0,1,ST JOSEPH'S WAYNE HOSPITAL,310116,NJ,1,7470.0,2018.0
1.0,1,GARDEN STATE COMMUNITY HOSPITAL,310117,NJ,1,8053.0,2018.0
1.0,1,HUDSON REGIONAL HOSPITAL,310118,NJ,0,7094.0,2018.0
1.0,1,UNIVERSITY HOSPITAL,310119,NJ,0,7101.0,2018.0
1.0,1,SAINT CLARE'S HOSPITAL/SUSSEX,310120,NJ,1,7461.0,2018.0
1.0,1,ROOSEVELT HOSPITAL,310121,NJ,1,8840.0,2018.0
1.0,1,SPECIALTY HOSPITAL AT MONMOUTH,310122,NJ,7,7740.0,2018.0
1.0,1,SEMPERCARE HOSPITAL OF BELLEVILLE,310123,NJ,7,7109.0,2018.0
1.0,1,REHABILITATION HOSPITAL  AT RARITAN BAY MEDICAL CT,310124,NJ,7,8861.0,2018.0
1.0,1,KINDRED HOSPITAL NEW JERSEY MORRIS COUNTY,310125,NJ,7,7801.0,2018.0
1.0,1,HEALTHSOUTH SPECIALTY HOSPITAL OF UNION,310126,NJ,7,7083.0,2018.0
1.0,1,LOURDES SPECIALTY HOSPITAL OF SOUTHERN NEW JERSEY,310127,NJ,7,8046.0,2018.0
1.0,1,ACUITY SPECIALTY HOSPITAL OF NEW JERSEY,310128,NJ,7,8401.0,2018.0
1.0,1,HACKENSACK MERIDIAN HEALTH PASCACK VALLEY MEDICAL,310130,NJ,0,7675.0,2018.0
1.0,1,UNM HOSPITAL,320001,NM,0,87106.0,2018.0
1.0,1,CHRISTUS ST VINCENT REGIONAL MEDICAL CENTER,320002,NM,0,87505.0,2018.0
1.0,1,ALTA VISTA REGIONAL HOSPITAL,320003,NM,0,87701.0,2018.0
1.0,1,GERALD CHAMPION REGIONAL MEDICAL CENTER,320004,NM,0,88310.0,2018.0
1.0,1,SAN JUAN REGIONAL MEDICAL CENTER,320005,NM,0,87401.0,2018.0
1.0,1,EASTERN NEW MEXICO MEDICAL CENTER,320006,NM,0,88201.0,2018.0
1.0,1,LOVELACE MEDICAL CENTER,320009,NM,0,87102.0,2018.0
1.0,1,EASTERN NEW MEXICO MEDICAL CENTER,320010,NM,1,88201.0,2018.0
1.0,1,PRESBYTERIAN ESPANOLA HOSPITAL,320011,NM,0,87532.0,2018.0
1.0,1,DR DAN C TRIGG MEMORIAL HOSPITAL,320012,NM,4,88401.0,2018.0
1.0,1,HOLY CROSS HOSPITAL A DIV OF TAOS HEALTH SYSTEMS,320013,NM,7,87571.0,2018.0
1.0,1,MIMBRES MEMORIAL HOSPITAL,320014,NM,7,88031.0,2018.0
1.0,1,GILA REGIONAL MEDICAL CENTER,320016,NM,0,88061.0,2018.0
1.0,1,LOVELACE WOMEN'S HOSPITAL,320017,NM,0,87109.0,2018.0
1.0,1,MEMORIAL MEDICAL CENTER,320018,NM,0,88011.0,2018.0
1.0,1,LOVELACE MEDICAL CENTER - GIBSON,320019,NM,1,87108.0,2018.0
1.0,1,PRESBYTERIAN HOSPITAL,320021,NM,0,87106.0,2018.0
1.0,1,PLAINS REGIONAL MEDICAL CENTER,320022,NM,0,88101.0,2018.0
1.0,1,PLAINS REG MED CTR PORTALES HM HLTH,320023,NM,4,88130.0,2018.0
1.0,1,ARTESIA GENERAL HOSPITAL,320030,NM,0,88210.0,2018.0
1.0,1,DE BACA GENERAL HOSPITAL,320031,NM,7,88119.0,2018.0
1.0,1,SOCORRO GENERAL HOSPITAL,320032,NM,4,87801.0,2018.0
1.0,1,LOS ALAMOS MEDICAL CENTER,320033,NM,0,87544.0,2018.0
1.0,1,SIERRA VISTA HOSPITAL INC,320035,NM,1,87901.0,2018.0
1.0,1,CIBOLA GENERAL HOSPITAL,320037,NM,7,87020.0,2018.0
1.0,1,REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES,320038,NM,0,87301.0,2018.0
1.0,1,LINCOLN COUNTY MEDICAL CENTER,320046,NM,1,88345.0,2018.0
1.0,1,UNION COUNTY GENERAL HOSPITAL,320048,NM,1,88415.0,2018.0
1.0,1,MINERS COLFAX MEDICAL CENTER,320049,NM,2,87740.0,2018.0
1.0,1,LAS VEGAS MEDICAL CENTER,320051,NM,1,87701.0,2018.0
1.0,1,VALENCIA PRESBYTERIAN HOSPITAL,320053,NM,1,87002.0,2018.0
1.0,1,PHS INDIAN HOSPITAL,320056,NM,1,87106.0,2018.0
1.0,1,SANTA FE PHS INDIAN HOSPITAL,320057,NM,0,87501.0,2018.0
1.0,1,MESCALERO PHS INDIAN HOSPITAL,320058,NM,0,88340.0,2018.0
1.0,1,NORTHERN NAVAJO MEDICAL CENTER,320059,NM,0,87420.0,2018.0
1.0,1,ZUNI COMPREHENSIVE COMMUNITY HEALTH CENTER,320060,NM,0,87327.0,2018.0
1.0,1,GALLUP INDIAN MEDICAL CENTER,320061,NM,0,87301.0,2018.0
1.0,1,CROWNPOINT HEALTHCARE FACILITY,320062,NM,0,87313.0,2018.0
1.0,1,CARLSBAD MEDICAL CENTER,320063,NM,0,88220.0,2018.0
1.0,1,LEA REGIONAL MEDICAL CENTER,320065,NM,0,88240.0,2018.0
1.0,1,JAL COMMUNITY HOSP,320066,NM,1,88252.0,2018.0
1.0,1,GUADALUPE COUNTY HOSPITAL,320067,NM,0,88435.0,2018.0
1.0,1,NOR LEA GENERAL HOSPITAL,320068,NM,7,88260.0,2018.0
1.0,1,MINERS' COLFAX MEDICAL CENTER,320069,NM,7,87740.0,2018.0
1.0,1,DHHS USPHS INDIAN HEALTH SERVICES,320070,NM,0,87049.0,2018.0
1.0,1,CUBA HOSPITAL,320071,NM,5,87013.0,2018.0
1.0,1,CARRIE TINGLEY HOSP FOR CRIPPLED CHILD,320072,NM,1,87102.0,2018.0
1.0,1,COLFAX GENERAL HOSPITAL,320073,NM,4,87747.0,2018.0
1.0,1,LOVELACE WESTSIDE HOSPITAL,320074,NM,0,87114.0,2018.0
1.0,1,CARE UNIT HOSPITAL OF ALBUQUERQUE,320075,NM,7,87102.0,2018.0
